Date;Open;High;Low;Close;Adj Close;Volume
22/07/2024;5544.540039;5570.359863;5529.040039;5564.410156;5564.410156;3375180000
19/07/2024;5543.370117;5557.5;5497.040039;5505;5505;3760570000
18/07/2024;5608.560059;5614.049805;5522.810059;5544.589844;5544.589844;4007510000
17/07/2024;5610.069824;5622.490234;5584.810059;5588.27002;5588.27002;4246450000
16/07/2024;5644.089844;5669.669922;5639.02002;5667.200195;5667.200195;4041760000
15/07/2024;5638.160156;5666.939941;5614.75;5631.220215;5631.220215;3620470000
12/07/2024;5590.759766;5655.560059;5590.439941;5615.350098;5615.350098;3700280000
11/07/2024;5635.209961;5642.450195;5576.529785;5584.540039;5584.540039;4020950000
10/07/2024;5591.259766;5635.390137;5586.439941;5633.910156;5633.910156;3336100000
9/07/2024;5584.240234;5590.75;5574.569824;5576.97998;5576.97998;3232920000
8/07/2024;5572.75;5583.109863;5562.509766;5572.850098;5572.850098;3185670000
5/07/2024;5537.910156;5570.330078;5531.629883;5567.189941;5567.189941;3253080000
3/07/2024;5507.439941;5539.27002;5507.419922;5537.02002;5537.02002;2179470000
2/07/2024;5461.839844;5509.689941;5458.430176;5509.009766;5509.009766;3329950000
1/07/2024;5471.080078;5479.549805;5446.529785;5475.089844;5475.089844;3488760000
28/06/2024;5488.47998;5523.640137;5451.120117;5460.47998;5460.47998;7199220000
27/06/2024;5473.589844;5490.810059;5467.540039;5482.870117;5482.870117;3589530000
26/06/2024;5460.709961;5483.140137;5451.870117;5477.899902;5477.899902;3563920000
25/06/2024;5460.72998;5472.879883;5446.560059;5469.299805;5469.299805;3591960000
24/06/2024;5459.580078;5490.660156;5447.589844;5447.870117;5447.870117;3696750000
21/06/2024;5466.77002;5478.310059;5452.029785;5464.620117;5464.620117;6773800000
20/06/2024;5499.990234;5505.529785;5455.560059;5473.169922;5473.169922;3847060000
18/06/2024;5476.149902;5490.379883;5471.319824;5487.029785;5487.029785;3544330000
17/06/2024;5431.109863;5488.5;5420.399902;5473.22998;5473.22998;3447840000
14/06/2024;5424.080078;5432.390137;5403.75;5431.600098;5431.600098;3438650000
13/06/2024;5441.930176;5441.930176;5402.509766;5433.740234;5433.740234;3530380000
12/06/2024;5409.129883;5447.25;5409.129883;5421.029785;5421.029785;3962840000
11/06/2024;5353;5375.950195;5327.25;5375.319824;5375.319824;3568030000
10/06/2024;5341.220215;5365.790039;5331.52002;5360.790039;5360.790039;3622280000
7/06/2024;5343.810059;5375.080078;5331.330078;5346.990234;5346.990234;3692760000
6/06/2024;5357.799805;5362.350098;5335.359863;5352.959961;5352.959961;3609990000
5/06/2024;5314.47998;5354.160156;5297.640137;5354.029785;5354.029785;3591460000
4/06/2024;5278.240234;5298.799805;5257.629883;5291.339844;5291.339844;3707900000
3/06/2024;5297.149902;5302.109863;5234.319824;5283.399902;5283.399902;4046920000
31/05/2024;5243.209961;5280.330078;5191.680176;5277.509766;5277.509766;5437160000
30/05/2024;5259.77002;5260.209961;5222.100098;5235.47998;5235.47998;3818750000
29/05/2024;5278.72998;5282.27002;5262.700195;5266.950195;5266.950195;3552750000
28/05/2024;5315.910156;5315.910156;5280.890137;5306.040039;5306.040039;3751540000
24/05/2024;5281.450195;5311.649902;5278.390137;5304.720215;5304.720215;3005510000
23/05/2024;5340.259766;5341.879883;5256.930176;5267.839844;5267.839844;3869520000
22/05/2024;5319.279785;5323.180176;5286.009766;5307.009766;5307.009766;3847130000
21/05/2024;5298.689941;5324.319824;5297.870117;5321.410156;5321.410156;3662240000
20/05/2024;5305.350098;5325.319824;5302.399902;5308.129883;5308.129883;3420100000
17/05/2024;5303.100098;5305.450195;5283.589844;5303.27002;5303.27002;3578120000
16/05/2024;5310.069824;5325.490234;5296.189941;5297.100098;5297.100098;3817470000
15/05/2024;5263.259766;5311.759766;5263.259766;5308.149902;5308.149902;4360810000
14/05/2024;5221.100098;5250.370117;5217.97998;5246.680176;5246.680176;4763580000
13/05/2024;5233.080078;5237.259766;5211.160156;5221.419922;5221.419922;4255710000
10/05/2024;5225.490234;5239.660156;5209.680176;5222.680176;5222.680176;3617900000
9/05/2024;5189.029785;5215.299805;5180.410156;5214.080078;5214.080078;3727370000
8/05/2024;5168.97998;5191.950195;5165.859863;5187.669922;5187.669922;3842100000
7/05/2024;5187.200195;5200.22998;5178.959961;5187.700195;5187.700195;3987890000
6/05/2024;5142.419922;5181;5142.419922;5180.740234;5180.740234;3683250000
3/05/2024;5122.779785;5139.120117;5101.220215;5127.790039;5127.790039;3924990000
2/05/2024;5049.319824;5073.209961;5011.049805;5064.200195;5064.200195;4381660000
1/05/2024;5029.029785;5096.120117;5013.450195;5018.390137;5018.390137;4544170000
30/04/2024;5103.779785;5110.830078;5035.310059;5035.689941;5035.689941;4082470000
29/04/2024;5114.129883;5123.490234;5088.649902;5116.169922;5116.169922;3447450000
26/04/2024;5084.649902;5114.620117;5073.140137;5099.959961;5099.959961;3604140000
25/04/2024;5019.879883;5057.75;4990.580078;5048.419922;5048.419922;3958050000
24/04/2024;5084.859863;5089.47998;5047.02002;5071.629883;5071.629883;3656740000
23/04/2024;5028.850098;5076.120117;5027.959961;5070.549805;5070.549805;3751400000
22/04/2024;4987.330078;5038.839844;4969.399902;5010.600098;5010.600098;3820250000
19/04/2024;5005.439941;5019.02002;4953.560059;4967.22998;4967.22998;3878750000
18/04/2024;5031.52002;5056.660156;5001.890137;5011.120117;5011.120117;3619760000
17/04/2024;5068.970215;5077.959961;5007.25;5022.209961;5022.209961;3596130000
16/04/2024;5064.589844;5079.839844;5039.830078;5051.410156;5051.410156;4006200000
15/04/2024;5149.669922;5168.430176;5052.470215;5061.819824;5061.819824;3950210000
12/04/2024;5171.509766;5175.029785;5107.939941;5123.410156;5123.410156;3963220000
11/04/2024;5172.950195;5211.779785;5138.77002;5199.060059;5199.060059;3509380000
10/04/2024;5167.879883;5178.430176;5138.700195;5160.640137;5160.640137;3845930000
9/04/2024;5217.029785;5224.810059;5160.779785;5209.910156;5209.910156;3400680000
8/04/2024;5211.370117;5219.569824;5197.350098;5202.390137;5202.390137;3278180000
5/04/2024;5158.950195;5222.180176;5157.209961;5204.339844;5204.339844;3386780000
4/04/2024;5244.049805;5256.589844;5146.060059;5147.209961;5147.209961;4075680000
3/04/2024;5194.370117;5228.75;5194.370117;5211.490234;5211.490234;3703250000
2/04/2024;5204.290039;5208.339844;5184.049805;5205.810059;5205.810059;3886590000
1/04/2024;5257.970215;5263.950195;5229.200195;5243.77002;5243.77002;3325930000
28/03/2024;5248.029785;5264.850098;5245.819824;5254.350098;5254.350098;3998270000
27/03/2024;5226.310059;5249.259766;5213.919922;5248.490234;5248.490234;3850500000
26/03/2024;5228.850098;5235.160156;5203.419922;5203.580078;5203.580078;3871790000
25/03/2024;5219.52002;5229.089844;5216.089844;5218.189941;5218.189941;3331360000
22/03/2024;5242.47998;5246.089844;5229.870117;5234.180176;5234.180176;3374700000
21/03/2024;5253.430176;5261.100098;5240.660156;5241.529785;5241.529785;4207730000
20/03/2024;5181.689941;5226.189941;5171.549805;5224.620117;5224.620117;4064850000
19/03/2024;5139.089844;5180.310059;5131.589844;5178.509766;5178.509766;4031760000
18/03/2024;5154.77002;5175.600098;5145.470215;5149.419922;5149.419922;4036220000
15/03/2024;5123.310059;5136.859863;5104.350098;5117.089844;5117.089844;7753670000
14/03/2024;5175.140137;5176.850098;5123.299805;5150.47998;5150.47998;4687970000
13/03/2024;5173.490234;5179.140137;5151.879883;5165.310059;5165.310059;4282890000
12/03/2024;5134.299805;5179.870117;5114.47998;5175.27002;5175.27002;4080510000
11/03/2024;5111.959961;5124.660156;5091.140137;5117.939941;5117.939941;3896430000
8/03/2024;5164.459961;5189.259766;5117.5;5123.689941;5123.689941;4208870000
7/03/2024;5132.379883;5165.620117;5128.209961;5157.359863;5157.359863;4137980000
6/03/2024;5108.029785;5127.970215;5092.220215;5104.759766;5104.759766;4559050000
5/03/2024;5110.52002;5114.540039;5056.819824;5078.649902;5078.649902;4418410000
4/03/2024;5130.990234;5149.669922;5127.180176;5130.950195;5130.950195;4758440000
1/03/2024;5098.509766;5140.330078;5094.160156;5137.080078;5137.080078;4748110000
29/02/2024;5085.359863;5104.990234;5061.890137;5096.27002;5096.27002;5219740000
28/02/2024;5067.200195;5077.370117;5058.350098;5069.759766;5069.759766;3789370000
27/02/2024;5074.600098;5080.689941;5057.290039;5078.180176;5078.180176;3925950000
26/02/2024;5093;5097.660156;5068.910156;5069.529785;5069.529785;3683930000
23/02/2024;5100.919922;5111.060059;5081.459961;5088.799805;5088.799805;3672790000
22/02/2024;5038.830078;5094.390137;5038.830078;5087.029785;5087.029785;4051710000
21/02/2024;4963.029785;4983.209961;4946;4981.799805;4981.799805;3788390000
20/02/2024;4989.319824;4993.709961;4955.02002;4975.509766;4975.509766;4034880000
16/02/2024;5031.129883;5038.700195;4999.52002;5005.569824;5005.569824;3833270000
15/02/2024;5003.140137;5032.720215;4999.439941;5029.72998;5029.72998;4137970000
14/02/2024;4976.439941;5002.52002;4956.450195;5000.620117;5000.620117;3845600000
13/02/2024;4967.939941;4971.299805;4920.310059;4953.169922;4953.169922;4302190000
12/02/2024;5026.830078;5048.390137;5016.830078;5021.839844;5021.839844;3805740000
9/02/2024;5004.169922;5030.060059;5000.339844;5026.609863;5026.609863;3912990000
8/02/2024;4995.160156;5000.399902;4987.089844;4997.910156;4997.910156;4341860000
7/02/2024;4973.049805;4999.890137;4969.049805;4995.060059;4995.060059;4895590000
6/02/2024;4950.160156;4957.77002;4934.879883;4954.22998;4954.22998;4440880000
5/02/2024;4957.189941;4957.189941;4918.089844;4942.810059;4942.810059;4023640000
2/02/2024;4916.060059;4975.290039;4907.990234;4958.609863;4958.609863;3974350000
1/02/2024;4861.109863;4906.970215;4853.52002;4906.189941;4906.189941;4386090000
31/01/2024;4899.189941;4906.75;4845.149902;4845.649902;4845.649902;4696120000
30/01/2024;4925.890137;4931.089844;4916.27002;4924.970215;4924.970215;3836130000
29/01/2024;4892.950195;4929.310059;4887.399902;4927.930176;4927.930176;3525160000
26/01/2024;4888.910156;4906.689941;4881.470215;4890.970215;4890.970215;3353400000
25/01/2024;4886.660156;4898.149902;4869.339844;4894.160156;4894.160156;4020430000
24/01/2024;4888.560059;4903.680176;4865.939941;4868.549805;4868.549805;4330030000
23/01/2024;4856.799805;4866.47998;4844.370117;4864.600098;4864.600098;3912800000
22/01/2024;4853.419922;4868.410156;4844.049805;4850.430176;4850.430176;4297610000
19/01/2024;4796.279785;4842.069824;4785.870117;4839.810059;4839.810059;4287200000
18/01/2024;4760.100098;4785.790039;4740.569824;4780.939941;4780.939941;4019000000
17/01/2024;4739.129883;4744.22998;4714.819824;4739.209961;4739.209961;3928600000
16/01/2024;4772.350098;4782.339844;4747.120117;4765.97998;4765.97998;4260550000
12/01/2024;4791.180176;4802.399902;4768.97998;4783.830078;4783.830078;3486340000
11/01/2024;4792.129883;4798.5;4739.580078;4780.240234;4780.240234;3759890000
10/01/2024;4759.939941;4790.799805;4756.200195;4783.450195;4783.450195;3498680000
9/01/2024;4741.930176;4765.470215;4730.350098;4756.5;4756.5;3529960000
8/01/2024;4703.700195;4764.540039;4699.819824;4763.540039;4763.540039;3742320000
5/01/2024;4690.569824;4721.490234;4682.109863;4697.240234;4697.240234;3844370000
4/01/2024;4697.419922;4726.779785;4687.529785;4688.680176;4688.680176;3715480000
3/01/2024;4725.069824;4729.290039;4699.709961;4704.810059;4704.810059;3950760000
2/01/2024;4745.200195;4754.330078;4722.669922;4742.830078;4742.830078;3743050000
29/12/2023;4782.879883;4788.430176;4751.990234;4769.830078;4769.830078;3126060000
28/12/2023;4786.439941;4793.299805;4780.97998;4783.350098;4783.350098;2698860000
27/12/2023;4773.450195;4785.390137;4768.899902;4781.580078;4781.580078;2748450000
26/12/2023;4758.859863;4784.720215;4758.450195;4774.75;4774.75;2513910000
22/12/2023;4753.919922;4772.939941;4736.77002;4754.629883;4754.629883;3046770000
21/12/2023;4724.290039;4748.709961;4708.350098;4746.75;4746.75;3431180000
20/12/2023;4764.72998;4778.009766;4697.819824;4698.350098;4698.350098;4201320000
19/12/2023;4743.720215;4768.689941;4743.720215;4768.370117;4768.370117;4026970000
18/12/2023;4725.580078;4749.52002;4725.580078;4740.560059;4740.560059;4060340000
15/12/2023;4714.22998;4725.529785;4704.689941;4719.189941;4719.189941;8218980000
14/12/2023;4721.040039;4738.569824;4694.339844;4719.549805;4719.549805;6314040000
13/12/2023;4646.200195;4709.689941;4643.22998;4707.089844;4707.089844;5063650000
12/12/2023;4618.299805;4643.930176;4608.089844;4643.700195;4643.700195;3808380000
11/12/2023;4593.390137;4623.709961;4593.390137;4622.439941;4622.439941;3823210000
8/12/2023;4576.200195;4609.22998;4574.060059;4604.370117;4604.370117;3707010000
7/12/2023;4568.839844;4590.919922;4565.220215;4585.589844;4585.589844;3818880000
6/12/2023;4586.22998;4590.740234;4546.5;4549.339844;4549.339844;4245680000
5/12/2023;4557.25;4578.560059;4551.680176;4567.180176;4567.180176;3909950000
4/12/2023;4564.370117;4572.370117;4546.720215;4569.779785;4569.779785;4369910000
1/12/2023;4559.430176;4599.390137;4554.709961;4594.629883;4594.629883;4397120000
30/11/2023;4554.870117;4569.890137;4537.240234;4567.799805;4567.799805;5399300000
29/11/2023;4571.839844;4587.640137;4547.149902;4550.580078;4550.580078;4418760000
28/11/2023;4545.549805;4568.140137;4540.509766;4554.890137;4554.890137;3586240000
27/11/2023;4554.859863;4560.52002;4546.319824;4550.430176;4550.430176;3403990000
24/11/2023;4555.839844;4560.310059;4552.799805;4559.339844;4559.339844;1639500000
22/11/2023;4553.040039;4568.430176;4545.049805;4556.620117;4556.620117;3042810000
21/11/2023;4538.77002;4542.140137;4525.509766;4538.189941;4538.189941;3511080000
20/11/2023;4511.700195;4557.109863;4510.359863;4547.379883;4547.379883;3644790000
17/11/2023;4509.549805;4520.120117;4499.660156;4514.02002;4514.02002;3777240000
16/11/2023;4497.080078;4511.990234;4487.830078;4508.240234;4508.240234;3964520000
15/11/2023;4505.299805;4521.169922;4495.310059;4502.879883;4502.879883;4347170000
14/11/2023;4458.970215;4508.669922;4458.970215;4495.700195;4495.700195;4700350000
13/11/2023;4406.660156;4421.759766;4393.819824;4411.549805;4411.549805;3326240000
10/11/2023;4364.149902;4418.029785;4353.339844;4415.240234;4415.240234;3665080000
9/11/2023;4391.410156;4393.399902;4343.939941;4347.350098;4347.350098;3900780000
8/11/2023;4384.370117;4391.200195;4359.759766;4382.779785;4382.779785;3729510000
7/11/2023;4366.209961;4386.259766;4355.410156;4378.379883;4378.379883;3791230000
6/11/2023;4364.27002;4372.209961;4347.529785;4365.97998;4365.97998;3656340000
3/11/2023;4334.22998;4373.620117;4334.22998;4358.339844;4358.339844;4570960000
2/11/2023;4268.259766;4319.720215;4268.259766;4317.779785;4317.779785;4669780000
1/11/2023;4201.27002;4245.640137;4197.740234;4237.859863;4237.859863;4224900000
31/10/2023;4171.330078;4195.549805;4153.120117;4193.799805;4193.799805;4249470000
30/10/2023;4139.390137;4177.470215;4132.939941;4166.819824;4166.819824;3911140000
27/10/2023;4152.930176;4156.700195;4103.779785;4117.370117;4117.370117;4019500000
26/10/2023;4175.990234;4183.600098;4127.899902;4137.22998;4137.22998;4277640000
25/10/2023;4232.419922;4232.419922;4181.419922;4186.77002;4186.77002;3869370000
24/10/2023;4235.790039;4259.379883;4219.430176;4247.680176;4247.680176;3821820000
23/10/2023;4210.399902;4255.839844;4189.220215;4217.040039;4217.040039;3776100000
20/10/2023;4273.850098;4276.560059;4223.029785;4224.160156;4224.160156;4004030000
19/10/2023;4321.359863;4339.540039;4269.689941;4278;4278;3969730000
18/10/2023;4357.350098;4364.200195;4303.839844;4314.600098;4314.600098;3686030000
17/10/2023;4345.22998;4393.569824;4337.540039;4373.200195;4373.200195;3794850000
16/10/2023;4342.370117;4383.330078;4342.370117;4373.629883;4373.629883;3409960000
13/10/2023;4360.490234;4377.100098;4311.970215;4327.779785;4327.779785;3566560000
12/10/2023;4380.939941;4385.850098;4325.430176;4349.609863;4349.609863;3713140000
11/10/2023;4366.589844;4378.640137;4345.339844;4376.950195;4376.950195;3601660000
10/10/2023;4339.75;4385.459961;4339.640137;4358.240234;4358.240234;3520240000
9/10/2023;4289.02002;4341.72998;4283.790039;4335.660156;4335.660156;3174630000
6/10/2023;4234.790039;4324.100098;4219.549805;4308.5;4308.5;3902030000
5/10/2023;4259.310059;4267.129883;4225.910156;4258.189941;4258.189941;3581470000
4/10/2023;4233.830078;4268.5;4220.47998;4263.75;4263.75;3777600000
3/10/2023;4269.75;4281.149902;4216.450195;4229.450195;4229.450195;3953830000
2/10/2023;4284.52002;4300.580078;4260.209961;4288.390137;4288.390137;3938660000
29/09/2023;4328.180176;4333.149902;4274.859863;4288.049805;4288.049805;3865960000
28/09/2023;4269.649902;4317.27002;4264.379883;4299.700195;4299.700195;3846230000
27/09/2023;4282.629883;4292.069824;4238.629883;4274.509766;4274.509766;3875880000
26/09/2023;4312.879883;4313.009766;4265.97998;4273.529785;4273.529785;3472340000
25/09/2023;4310.620117;4338.509766;4302.700195;4337.439941;4337.439941;3195650000
22/09/2023;4341.740234;4357.399902;4316.490234;4320.060059;4320.060059;3349570000
21/09/2023;4374.359863;4375.700195;4329.169922;4330;4330;3662340000
20/09/2023;4452.810059;4461.029785;4401.379883;4402.200195;4402.200195;3308450000
19/09/2023;4445.410156;4449.850098;4416.609863;4443.950195;4443.950195;3614880000
18/09/2023;4445.129883;4466.359863;4442.109863;4453.529785;4453.529785;3161230000
15/09/2023;4497.97998;4497.97998;4447.209961;4450.319824;4450.319824;6932230000
14/09/2023;4487.779785;4511.990234;4478.689941;4505.100098;4505.100098;3648720000
13/09/2023;4462.649902;4479.390137;4453.52002;4467.439941;4467.439941;3529430000
12/09/2023;4473.27002;4487.109863;4456.830078;4461.899902;4461.899902;3435740000
11/09/2023;4480.97998;4490.77002;4467.890137;4487.459961;4487.459961;3369920000
8/09/2023;4451.299805;4473.529785;4448.379883;4457.490234;4457.490234;3259290000
7/09/2023;4434.549805;4457.810059;4430.459961;4451.140137;4451.140137;3763760000
6/09/2023;4490.350098;4490.350098;4442.379883;4465.47998;4465.47998;3418850000
5/09/2023;4510.060059;4514.290039;4496.009766;4496.830078;4496.830078;3526250000
1/09/2023;4530.600098;4541.25;4501.350098;4515.77002;4515.77002;3246260000
31/08/2023;4517.009766;4532.259766;4507.390137;4507.660156;4507.660156;3946360000
30/08/2023;4500.339844;4521.649902;4493.589844;4514.870117;4514.870117;3064110000
29/08/2023;4432.75;4500.140137;4431.680176;4497.629883;4497.629883;3354820000
28/08/2023;4426.029785;4439.560059;4414.97998;4433.310059;4433.310059;2957230000
25/08/2023;4389.379883;4418.459961;4356.290039;4405.709961;4405.709961;3296180000
24/08/2023;4455.160156;4458.299805;4375.549805;4376.310059;4376.310059;3723470000
23/08/2023;4396.439941;4443.180176;4396.439941;4436.009766;4436.009766;3837270000
22/08/2023;4415.330078;4418.589844;4382.77002;4387.549805;4387.549805;3522760000
21/08/2023;4380.279785;4407.549805;4360.299805;4399.77002;4399.77002;3726850000
18/08/2023;4344.879883;4381.819824;4335.310059;4369.709961;4369.709961;3940400000
17/08/2023;4416.319824;4421.169922;4364.830078;4370.359863;4370.359863;3943700000
16/08/2023;4433.790039;4449.950195;4403.549805;4404.330078;4404.330078;3753910000
15/08/2023;4478.870117;4478.870117;4432.189941;4437.859863;4437.859863;3832250000
14/08/2023;4458.129883;4490.330078;4453.439941;4489.720215;4489.720215;3896410000
11/08/2023;4450.689941;4476.22998;4443.97998;4464.049805;4464.049805;3753290000
10/08/2023;4487.160156;4527.370117;4457.919922;4468.830078;4468.830078;4504370000
9/08/2023;4501.569824;4502.439941;4461.330078;4467.709961;4467.709961;3803100000
8/08/2023;4498.029785;4503.310059;4464.390137;4499.379883;4499.379883;3884910000
7/08/2023;4491.580078;4519.839844;4491.149902;4518.439941;4518.439941;3493920000
4/08/2023;4513.959961;4540.339844;4474.549805;4478.029785;4478.029785;4143310000
3/08/2023;4494.27002;4519.490234;4485.540039;4501.890137;4501.890137;4149120000
2/08/2023;4550.930176;4550.930176;4505.75;4513.390137;4513.390137;4270710000
1/08/2023;4578.830078;4584.620117;4567.529785;4576.72998;4576.72998;4042370000
31/07/2023;4584.819824;4594.220215;4573.140137;4588.959961;4588.959961;4503600000
28/07/2023;4565.75;4590.160156;4564.009766;4582.22998;4582.22998;3981010000
27/07/2023;4598.259766;4607.069824;4528.560059;4537.410156;4537.410156;4553210000
26/07/2023;4558.959961;4582.470215;4547.580078;4566.75;4566.75;3990290000
25/07/2023;4555.189941;4580.620117;4552.419922;4567.459961;4567.459961;3812470000
24/07/2023;4543.390137;4563.410156;4541.290039;4554.640137;4554.640137;3856250000
